,movieId,title,userId,rating
120,1,Toy Story (1995),344,4.0
121,1,Toy Story (1995),347,4.0
122,1,Toy Story (1995),354,5.0
123,1,Toy Story (1995),359,5.0
124,1,Toy Story (1995),360,5.0
125,1,Toy Story (1995),361,4.0
126,1,Toy Story (1995),367,3.0
127,1,Toy Story (1995),370,4.5
128,1,Toy Story (1995),372,4.0
129,1,Toy Story (1995),375,4.0
130,1,Toy Story (1995),377,5.0
131,1,Toy Story (1995),388,2.5
132,1,Toy Story (1995),389,3.0
133,1,Toy Story (1995),398,2.5
134,1,Toy Story (1995),399,5.0
135,1,Toy Story (1995),401,5.0
136,1,Toy Story (1995),402,4.0
137,1,Toy Story (1995),409,5.0
138,1,Toy Story (1995),413,4.5
139,1,Toy Story (1995),419,4.0
140,1,Toy Story (1995),422,3.0
141,1,Toy Story (1995),425,5.0
142,1,Toy Story (1995),427,4.0
143,1,Toy Story (1995),430,2.5
144,1,Toy Story (1995),432,4.5
145,1,Toy Story (1995),436,4.5
146,1,Toy Story (1995),440,4.0
147,1,Toy Story (1995),443,5.0
148,1,Toy Story (1995),447,4.5
149,1,Toy Story (1995),453,5.0
150,1,Toy Story (1995),461,5.0
151,1,Toy Story (1995),462,3.0
152,1,Toy Story (1995),466,4.5
153,1,Toy Story (1995),471,3.0
154,1,Toy Story (1995),473,5.0
155,1,Toy Story (1995),474,5.0
156,1,Toy Story (1995),475,5.0
157,1,Toy Story (1995),479,5.0
158,1,Toy Story (1995),482,5.0
159,1,Toy Story (1995),483,4.0
160,1,Toy Story (1995),485,3.0
161,1,Toy Story (1995),488,3.0
162,1,Toy Story (1995),489,5.0
163,1,Toy Story (1995),490,4.0
164,1,Toy Story (1995),492,3.5
165,1,Toy Story (1995),496,5.0
166,1,Toy Story (1995),505,4.5
167,1,Toy Story (1995),508,4.0
168,1,Toy Story (1995),514,1.0
169,1,Toy Story (1995),516,5.0
170,1,Toy Story (1995),520,5.0
171,1,Toy Story (1995),521,5.0
172,1,Toy Story (1995),524,4.0
173,1,Toy Story (1995),531,3.5
174,1,Toy Story (1995),536,4.0
175,1,Toy Story (1995),539,5.0
176,1,Toy Story (1995),543,2.0
177,1,Toy Story (1995),546,2.5
178,1,Toy Story (1995),547,4.0
179,1,Toy Story (1995),548,3.5
180,1,Toy Story (1995),550,4.0
181,1,Toy Story (1995),552,3.0
182,1,Toy Story (1995),557,2.5
183,1,Toy Story (1995),564,3.0
184,1,Toy Story (1995),570,5.0
185,1,Toy Story (1995),571,3.0
186,1,Toy Story (1995),572,5.0
187,1,Toy Story (1995),578,4.5
188,1,Toy Story (1995),584,5.0
189,1,Toy Story (1995),585,5.0
190,1,Toy Story (1995),586,2.5
191,1,Toy Story (1995),587,5.0
192,1,Toy Story (1995),588,4.0
193,1,Toy Story (1995),589,5.0
194,1,Toy Story (1995),590,3.5
195,1,Toy Story (1995),591,5.0
196,1,Toy Story (1995),592,4.0
197,1,Toy Story (1995),593,5.0
198,1,Toy Story (1995),600,4.0
199,1,Toy Story (1995),601,5.0
200,1,Toy Story (1995),603,4.0
201,1,Toy Story (1995),604,3.5
202,1,Toy Story (1995),607,5.0
203,1,Toy Story (1995),609,3.0
204,1,Toy Story (1995),611,5.0
205,1,Toy Story (1995),614,3.0
206,1,Toy Story (1995),616,3.0
207,1,Toy Story (1995),619,4.0
208,1,Toy Story (1995),624,3.0
209,1,Toy Story (1995),627,4.0
210,1,Toy Story (1995),628,4.0
211,1,Toy Story (1995),631,4.0
212,1,Toy Story (1995),635,5.0
213,1,Toy Story (1995),637,4.0
214,1,Toy Story (1995),642,3.0
215,1,Toy Story (1995),643,3.0
216,1,Toy Story (1995),648,4.0
217,1,Toy Story (1995),649,3.0
218,1,Toy Story (1995),651,5.0
219,1,Toy Story (1995),652,3.0
220,1,Toy Story (1995),656,3.0
221,1,Toy Story (1995),658,5.0
222,1,Toy Story (1995),659,3.0
223,1,Toy Story (1995),664,5.0
224,1,Toy Story (1995),666,5.0
225,1,Toy Story (1995),667,4.5
226,1,Toy Story (1995),673,3.0
227,1,Toy Story (1995),674,4.0
228,1,Toy Story (1995),678,4.0
229,1,Toy Story (1995),681,4.0
230,1,Toy Story (1995),683,5.0
231,1,Toy Story (1995),684,4.0
232,1,Toy Story (1995),685,5.0
233,1,Toy Story (1995),686,2.0
234,1,Toy Story (1995),688,3.0
235,1,Toy Story (1995),689,3.0
236,1,Toy Story (1995),690,3.0
237,1,Toy Story (1995),694,4.5
238,1,Toy Story (1995),699,4.0
239,1,Toy Story (1995),700,4.0
240,1,Toy Story (1995),702,3.5
241,1,Toy Story (1995),708,3.0
242,1,Toy Story (1995),710,4.0
243,1,Toy Story (1995),711,5.0
244,1,Toy Story (1995),712,3.0
245,1,Toy Story (1995),714,4.0
246,1,Toy Story (1995),715,5.0
247,1,Toy Story (1995),717,4.5
248,1,Toy Story (1995),724,4.5
249,1,Toy Story (1995),725,5.0
250,1,Toy Story (1995),728,5.0
251,1,Toy Story (1995),729,3.0
252,1,Toy Story (1995),733,5.0
253,1,Toy Story (1995),735,3.5
254,1,Toy Story (1995),736,5.0
255,1,Toy Story (1995),737,4.0
256,1,Toy Story (1995),738,3.5
257,1,Toy Story (1995),739,3.5
258,1,Toy Story (1995),741,5.0
259,1,Toy Story (1995),742,5.0
260,1,Toy Story (1995),744,4.0
261,1,Toy Story (1995),749,4.0
262,1,Toy Story (1995),755,3.5
263,1,Toy Story (1995),757,5.0
264,1,Toy Story (1995),758,3.0
265,1,Toy Story (1995),761,3.0
266,1,Toy Story (1995),763,1.0
267,1,Toy Story (1995),766,5.0
268,1,Toy Story (1995),769,5.0
269,1,Toy Story (1995),772,3.0
270,1,Toy Story (1995),773,4.0
271,1,Toy Story (1995),774,3.5
272,1,Toy Story (1995),775,4.5
273,1,Toy Story (1995),776,4.5
274,1,Toy Story (1995),778,4.0
275,1,Toy Story (1995),781,5.0
276,1,Toy Story (1995),783,4.0
277,1,Toy Story (1995),785,5.0
278,1,Toy Story (1995),786,2.5
279,1,Toy Story (1995),787,4.0
280,1,Toy Story (1995),789,4.0
281,1,Toy Story (1995),792,4.5
282,1,Toy Story (1995),797,5.0
283,1,Toy Story (1995),799,4.0
284,1,Toy Story (1995),802,5.0
285,1,Toy Story (1995),804,3.5
286,1,Toy Story (1995),805,5.0
287,1,Toy Story (1995),807,5.0
288,1,Toy Story (1995),809,5.0
289,1,Toy Story (1995),812,4.0
290,1,Toy Story (1995),814,5.0
291,1,Toy Story (1995),817,4.0
292,1,Toy Story (1995),818,5.0
293,1,Toy Story (1995),822,3.5
294,1,Toy Story (1995),824,4.0
295,1,Toy Story (1995),827,4.0
296,1,Toy Story (1995),829,5.0
297,1,Toy Story (1995),838,4.5
298,1,Toy Story (1995),839,4.0
299,1,Toy Story (1995),841,3.5
300,1,Toy Story (1995),846,3.5
301,1,Toy Story (1995),849,5.0
302,1,Toy Story (1995),850,5.0
303,1,Toy Story (1995),852,5.0
304,1,Toy Story (1995),853,5.0
305,1,Toy Story (1995),857,4.0
306,1,Toy Story (1995),858,1.5
307,1,Toy Story (1995),868,4.5
308,1,Toy Story (1995),869,4.5
309,1,Toy Story (1995),870,3.0
310,1,Toy Story (1995),872,4.0
311,1,Toy Story (1995),873,3.0
312,1,Toy Story (1995),885,4.5
313,1,Toy Story (1995),889,4.0
314,1,Toy Story (1995),890,4.5
315,1,Toy Story (1995),892,5.0
316,1,Toy Story (1995),898,3.5
317,1,Toy Story (1995),900,4.5
318,1,Toy Story (1995),902,4.0
319,1,Toy Story (1995),903,4.0
320,1,Toy Story (1995),910,5.0
321,1,Toy Story (1995),916,4.0
322,1,Toy Story (1995),926,4.5
323,1,Toy Story (1995),929,4.5
324,1,Toy Story (1995),930,2.0
325,1,Toy Story (1995),932,4.5
326,1,Toy Story (1995),933,4.5
327,1,Toy Story (1995),935,3.5
328,1,Toy Story (1995),936,4.0
329,1,Toy Story (1995),941,4.0
330,1,Toy Story (1995),947,4.0
331,1,Toy Story (1995),949,5.0
332,1,Toy Story (1995),952,5.0
333,1,Toy Story (1995),955,5.0
334,1,Toy Story (1995),959,3.0
335,1,Toy Story (1995),963,5.0
336,1,Toy Story (1995),964,3.5
337,1,Toy Story (1995),969,4.0
338,1,Toy Story (1995),970,2.0
339,1,Toy Story (1995),972,4.0
340,1,Toy Story (1995),982,3.0
341,1,Toy Story (1995),984,4.0
342,1,Toy Story (1995),986,4.0
343,1,Toy Story (1995),987,5.0
344,1,Toy Story (1995),989,3.5
345,1,Toy Story (1995),990,3.5
346,1,Toy Story (1995),1001,3.5
347,1,Toy Story (1995),1003,3.5
348,1,Toy Story (1995),1007,4.0
349,1,Toy Story (1995),1008,5.0
350,1,Toy Story (1995),1011,3.0
351,1,Toy Story (1995),1013,4.0
352,1,Toy Story (1995),1015,4.0
353,1,Toy Story (1995),1019,4.0
354,1,Toy Story (1995),1022,3.0
355,1,Toy Story (1995),1023,4.5
356,1,Toy Story (1995),1024,2.5
357,1,Toy Story (1995),1026,3.0
358,1,Toy Story (1995),1028,4.0
359,1,Toy Story (1995),1030,4.0
360,1,Toy Story (1995),1031,5.0
361,1,Toy Story (1995),1035,5.0
362,1,Toy Story (1995),1039,4.0
363,1,Toy Story (1995),1044,5.0
364,1,Toy Story (1995),1046,4.0
365,1,Toy Story (1995),1048,4.5
366,1,Toy Story (1995),1049,3.0
367,1,Toy Story (1995),1050,5.0
368,1,Toy Story (1995),1051,3.5
369,1,Toy Story (1995),1057,5.0
370,1,Toy Story (1995),1058,5.0
371,1,Toy Story (1995),1059,3.0
372,1,Toy Story (1995),1061,3.5
373,1,Toy Story (1995),1068,4.0
374,1,Toy Story (1995),1071,4.0
375,1,Toy Story (1995),1073,4.0
376,1,Toy Story (1995),1081,2.5
377,1,Toy Story (1995),1084,4.0
378,1,Toy Story (1995),1085,5.0
379,1,Toy Story (1995),1087,5.0
380,1,Toy Story (1995),1095,4.0
381,1,Toy Story (1995),1099,3.0
382,1,Toy Story (1995),1102,4.0
383,1,Toy Story (1995),1107,4.0
384,1,Toy Story (1995),1108,3.5
385,1,Toy Story (1995),1110,4.0
386,1,Toy Story (1995),1111,4.0
387,1,Toy Story (1995),1112,4.0
388,1,Toy Story (1995),1115,3.0
389,1,Toy Story (1995),1116,5.0
390,1,Toy Story (1995),1119,4.0
391,1,Toy Story (1995),1131,4.0
392,1,Toy Story (1995),1133,4.0
393,1,Toy Story (1995),1135,5.0
394,1,Toy Story (1995),1136,4.0
395,1,Toy Story (1995),1139,3.5
396,1,Toy Story (1995),1140,5.0
397,1,Toy Story (1995),1141,3.5
398,1,Toy Story (1995),1143,5.0
399,1,Toy Story (1995),1144,5.0
400,1,Toy Story (1995),1148,5.0
401,1,Toy Story (1995),1159,5.0
402,1,Toy Story (1995),1163,4.0
403,1,Toy Story (1995),1165,3.0
404,1,Toy Story (1995),1166,3.5
405,1,Toy Story (1995),1167,5.0
406,1,Toy Story (1995),1170,4.0
407,1,Toy Story (1995),1174,4.0
408,1,Toy Story (1995),1178,3.0
409,1,Toy Story (1995),1179,5.0
410,1,Toy Story (1995),1182,4.5
411,1,Toy Story (1995),1185,3.5
412,1,Toy Story (1995),1190,5.0
413,1,Toy Story (1995),1191,3.0
414,1,Toy Story (1995),1195,3.5
415,1,Toy Story (1995),1197,3.5
416,1,Toy Story (1995),1198,5.0
417,1,Toy Story (1995),1200,3.5
418,1,Toy Story (1995),1206,4.5
419,1,Toy Story (1995),1210,4.0
420,1,Toy Story (1995),1216,5.0
421,1,Toy Story (1995),1220,4.0
422,1,Toy Story (1995),1222,4.5
423,1,Toy Story (1995),1223,3.0
424,1,Toy Story (1995),1227,4.5
425,1,Toy Story (1995),1232,4.0
426,1,Toy Story (1995),1233,4.0
427,1,Toy Story (1995),1242,3.0
428,1,Toy Story (1995),1244,4.0
429,1,Toy Story (1995),1246,5.0
430,1,Toy Story (1995),1247,1.0
431,1,Toy Story (1995),1252,5.0
432,1,Toy Story (1995),1254,4.5
433,1,Toy Story (1995),1258,5.0
434,1,Toy Story (1995),1261,4.0
435,1,Toy Story (1995),1267,5.0
436,1,Toy Story (1995),1268,4.0
437,1,Toy Story (1995),1270,5.0
438,1,Toy Story (1995),1279,3.5
439,1,Toy Story (1995),1280,4.0
440,1,Toy Story (1995),1281,3.0
441,1,Toy Story (1995),1282,4.0
442,1,Toy Story (1995),1289,3.5
443,1,Toy Story (1995),1290,5.0
444,1,Toy Story (1995),1296,5.0
445,1,Toy Story (1995),1302,4.0
446,1,Toy Story (1995),1305,3.0
447,1,Toy Story (1995),1307,3.0
448,1,Toy Story (1995),1309,4.0
449,1,Toy Story (1995),1311,4.5
450,1,Toy Story (1995),1312,4.0
451,1,Toy Story (1995),1315,5.0
452,1,Toy Story (1995),1317,4.0
453,1,Toy Story (1995),1321,4.0
454,1,Toy Story (1995),1322,4.5
455,1,Toy Story (1995),1323,4.0
456,1,Toy Story (1995),1324,4.5
457,1,Toy Story (1995),1325,4.0
458,1,Toy Story (1995),1326,3.0
459,1,Toy Story (1995),1327,5.0
460,1,Toy Story (1995),1329,4.0
461,1,Toy Story (1995),1338,4.0
462,1,Toy Story (1995),1339,3.0
463,1,Toy Story (1995),1341,2.0
464,1,Toy Story (1995),1348,4.0
465,1,Toy Story (1995),1350,4.0
466,1,Toy Story (1995),1357,4.0
467,1,Toy Story (1995),1359,3.0
468,1,Toy Story (1995),1364,3.5
469,1,Toy Story (1995),1367,4.0
470,1,Toy Story (1995),1368,5.0
471,1,Toy Story (1995),1371,4.0
472,1,Toy Story (1995),1374,1.5
473,1,Toy Story (1995),1376,5.0
474,1,Toy Story (1995),1377,1.5
475,1,Toy Story (1995),1379,3.0
476,1,Toy Story (1995),1380,4.0
477,1,Toy Story (1995),1382,5.0
478,1,Toy Story (1995),1385,4.5
479,1,Toy Story (1995),1387,3.0
480,1,Toy Story (1995),1392,5.0
481,1,Toy Story (1995),1400,4.0
482,1,Toy Story (1995),1403,3.0
483,1,Toy Story (1995),1406,4.5
484,1,Toy Story (1995),1407,3.0
485,1,Toy Story (1995),1411,4.0
486,1,Toy Story (1995),1412,3.0
487,1,Toy Story (1995),1415,3.0
488,1,Toy Story (1995),1419,4.0
489,1,Toy Story (1995),1420,4.0
490,1,Toy Story (1995),1421,3.0
491,1,Toy Story (1995),1423,3.0
492,1,Toy Story (1995),1426,4.0
493,1,Toy Story (1995),1432,5.0
494,1,Toy Story (1995),1433,3.0
495,1,Toy Story (1995),1435,4.0
496,1,Toy Story (1995),1436,3.0
497,1,Toy Story (1995),1437,5.0
498,1,Toy Story (1995),1438,5.0
499,1,Toy Story (1995),1444,4.0
500,1,Toy Story (1995),1446,3.0
501,1,Toy Story (1995),1447,4.5
502,1,Toy Story (1995),1449,4.0
503,1,Toy Story (1995),1453,3.5
504,1,Toy Story (1995),1455,4.0
505,1,Toy Story (1995),1456,5.0
506,1,Toy Story (1995),1457,4.0
507,1,Toy Story (1995),1458,3.5
508,1,Toy Story (1995),1459,2.0
509,1,Toy Story (1995),1460,4.0
510,1,Toy Story (1995),1464,5.0
511,1,Toy Story (1995),1465,3.0
512,1,Toy Story (1995),1468,4.0
513,1,Toy Story (1995),1471,4.0
514,1,Toy Story (1995),1472,5.0
515,1,Toy Story (1995),1475,3.5
516,1,Toy Story (1995),1478,4.0
517,1,Toy Story (1995),1480,3.0
518,1,Toy Story (1995),1481,3.5
519,1,Toy Story (1995),1488,5.0
520,1,Toy Story (1995),1494,4.0
521,1,Toy Story (1995),1496,4.0
522,1,Toy Story (1995),1497,4.0
523,1,Toy Story (1995),1504,4.0
524,1,Toy Story (1995),1505,4.0
525,1,Toy Story (1995),1507,4.0
526,1,Toy Story (1995),1509,4.0
527,1,Toy Story (1995),1514,5.0
528,1,Toy Story (1995),1515,4.0
529,1,Toy Story (1995),1516,3.0
530,1,Toy Story (1995),1518,3.5
531,1,Toy Story (1995),1519,4.0
532,1,Toy Story (1995),1523,4.0
533,1,Toy Story (1995),1525,4.0
534,1,Toy Story (1995),1526,3.5
535,1,Toy Story (1995),1528,4.5
536,1,Toy Story (1995),1530,4.0
537,1,Toy Story (1995),1532,5.0
538,1,Toy Story (1995),1534,5.0
539,1,Toy Story (1995),1537,5.0
540,1,Toy Story (1995),1539,4.5
541,1,Toy Story (1995),1547,3.0
542,1,Toy Story (1995),1550,2.5
543,1,Toy Story (1995),1554,3.5
544,1,Toy Story (1995),1555,4.0
545,1,Toy Story (1995),1556,5.0
546,1,Toy Story (1995),1557,3.0
547,1,Toy Story (1995),1559,3.5
548,1,Toy Story (1995),1560,4.0
549,1,Toy Story (1995),1562,5.0
550,1,Toy Story (1995),1566,4.0
551,1,Toy Story (1995),1567,5.0
552,1,Toy Story (1995),1568,3.0
553,1,Toy Story (1995),1570,5.0
554,1,Toy Story (1995),1573,5.0
555,1,Toy Story (1995),1574,4.0
556,1,Toy Story (1995),1577,4.0
557,1,Toy Story (1995),1579,4.0
558,1,Toy Story (1995),1584,5.0
559,1,Toy Story (1995),1588,4.5
560,1,Toy Story (1995),1600,3.0
561,1,Toy Story (1995),1601,3.5
562,1,Toy Story (1995),1602,4.5
563,1,Toy Story (1995),1603,5.0
564,1,Toy Story (1995),1604,3.0
565,1,Toy Story (1995),1606,4.5
566,1,Toy Story (1995),1607,2.0
567,1,Toy Story (1995),1608,5.0
568,1,Toy Story (1995),1609,4.0
569,1,Toy Story (1995),1610,4.5
570,1,Toy Story (1995),1616,1.5
571,1,Toy Story (1995),1617,3.0
572,1,Toy Story (1995),1619,3.5
573,1,Toy Story (1995),1620,4.0
574,1,Toy Story (1995),1621,5.0
575,1,Toy Story (1995),1623,4.0
576,1,Toy Story (1995),1625,4.0
577,1,Toy Story (1995),1626,3.0
578,1,Toy Story (1995),1627,4.5
579,1,Toy Story (1995),1628,4.0
580,1,Toy Story (1995),1630,3.0
581,1,Toy Story (1995),1635,3.0
582,1,Toy Story (1995),1636,5.0
583,1,Toy Story (1995),1641,4.5
584,1,Toy Story (1995),1643,2.0
585,1,Toy Story (1995),1644,3.5
586,1,Toy Story (1995),1645,5.0
587,1,Toy Story (1995),1646,3.0
588,1,Toy Story (1995),1650,4.0
589,1,Toy Story (1995),1655,3.0
590,1,Toy Story (1995),1662,1.0
591,1,Toy Story (1995),1665,4.0
592,1,Toy Story (1995),1668,4.0
593,1,Toy Story (1995),1670,3.0
594,1,Toy Story (1995),1672,3.5
595,1,Toy Story (1995),1676,5.0
596,1,Toy Story (1995),1677,3.5
597,1,Toy Story (1995),1678,3.0
598,1,Toy Story (1995),1686,3.5
599,1,Toy Story (1995),1688,4.0
600,1,Toy Story (1995),1689,5.0
601,1,Toy Story (1995),1694,5.0
602,1,Toy Story (1995),1695,3.0
603,1,Toy Story (1995),1698,4.0
604,1,Toy Story (1995),1703,2.5
605,1,Toy Story (1995),1704,2.5
606,1,Toy Story (1995),1706,3.0
607,1,Toy Story (1995),1715,4.0
608,1,Toy Story (1995),1716,3.0
609,1,Toy Story (1995),1719,3.0
610,1,Toy Story (1995),1721,3.0
611,1,Toy Story (1995),1726,3.5
612,1,Toy Story (1995),1727,4.0
613,1,Toy Story (1995),1728,4.0
614,1,Toy Story (1995),1729,4.0
615,1,Toy Story (1995),1730,4.0
616,1,Toy Story (1995),1732,5.0
617,1,Toy Story (1995),1734,3.5
618,1,Toy Story (1995),1736,4.0
619,1,Toy Story (1995),1741,4.0
620,1,Toy Story (1995),1743,4.0
621,1,Toy Story (1995),1744,5.0
622,1,Toy Story (1995),1745,3.0
623,1,Toy Story (1995),1747,3.0
624,1,Toy Story (1995),1748,4.0
625,1,Toy Story (1995),1749,5.0
626,1,Toy Story (1995),1750,4.0
627,1,Toy Story (1995),1755,4.0
628,1,Toy Story (1995),1757,3.5
629,1,Toy Story (1995),1758,4.5
630,1,Toy Story (1995),1759,5.0
631,1,Toy Story (1995),1761,4.0
632,1,Toy Story (1995),1763,4.0
633,1,Toy Story (1995),1764,4.0
634,1,Toy Story (1995),1767,5.0
635,1,Toy Story (1995),1768,5.0
636,1,Toy Story (1995),1771,3.0
637,1,Toy Story (1995),1774,3.5
638,1,Toy Story (1995),1775,3.0
639,1,Toy Story (1995),1777,5.0
640,1,Toy Story (1995),1779,4.0
641,1,Toy Story (1995),1780,3.0
642,1,Toy Story (1995),1781,3.0
643,1,Toy Story (1995),1784,4.0
644,1,Toy Story (1995),1786,4.5
645,1,Toy Story (1995),1789,5.0
646,1,Toy Story (1995),1790,3.0
647,1,Toy Story (1995),1791,4.0
648,1,Toy Story (1995),1800,3.0
649,1,Toy Story (1995),1803,4.5
650,1,Toy Story (1995),1808,3.0
651,1,Toy Story (1995),1809,5.0
652,1,Toy Story (1995),1810,3.5
653,1,Toy Story (1995),1811,4.0
654,1,Toy Story (1995),1812,4.0
655,1,Toy Story (1995),1813,4.5
656,1,Toy Story (1995),1819,3.5
657,1,Toy Story (1995),1820,4.0
658,1,Toy Story (1995),1825,4.5
659,1,Toy Story (1995),1828,3.0
660,1,Toy Story (1995),1829,5.0
661,1,Toy Story (1995),1831,4.0
662,1,Toy Story (1995),1835,5.0
663,1,Toy Story (1995),1836,5.0
664,1,Toy Story (1995),1837,4.0
665,1,Toy Story (1995),1840,4.5
666,1,Toy Story (1995),1844,2.5
667,1,Toy Story (1995),1847,5.0
668,1,Toy Story (1995),1849,4.5
669,1,Toy Story (1995),1851,3.0
670,1,Toy Story (1995),1854,3.5
671,1,Toy Story (1995),1864,4.0
672,1,Toy Story (1995),1866,3.0
673,1,Toy Story (1995),1868,5.0
674,1,Toy Story (1995),1869,5.0
675,1,Toy Story (1995),1876,5.0
676,1,Toy Story (1995),1880,5.0
677,1,Toy Story (1995),1881,5.0
678,1,Toy Story (1995),1885,4.0
679,1,Toy Story (1995),1886,4.0
680,1,Toy Story (1995),1887,4.0
681,1,Toy Story (1995),1890,3.5
682,1,Toy Story (1995),1891,4.0
683,1,Toy Story (1995),1896,3.0
684,1,Toy Story (1995),1897,5.0
685,1,Toy Story (1995),1902,4.0
686,1,Toy Story (1995),1904,3.0
687,1,Toy Story (1995),1906,4.5
688,1,Toy Story (1995),1913,5.0
689,1,Toy Story (1995),1917,3.0
690,1,Toy Story (1995),1918,5.0
691,1,Toy Story (1995),1925,5.0
692,1,Toy Story (1995),1930,4.0
693,1,Toy Story (1995),1931,5.0
694,1,Toy Story (1995),1935,4.0
695,1,Toy Story (1995),1941,5.0
696,1,Toy Story (1995),1942,4.0
697,1,Toy Story (1995),1945,5.0
698,1,Toy Story (1995),1952,5.0
699,1,Toy Story (1995),1953,5.0
700,1,Toy Story (1995),1954,3.5
701,1,Toy Story (1995),1955,5.0
702,1,Toy Story (1995),1960,4.0
703,1,Toy Story (1995),1963,4.0
704,1,Toy Story (1995),1964,5.0
705,1,Toy Story (1995),1966,4.5
706,1,Toy Story (1995),1969,5.0
707,1,Toy Story (1995),1972,4.0
708,1,Toy Story (1995),1974,3.0
709,1,Toy Story (1995),1975,4.0
710,1,Toy Story (1995),1980,4.0
711,1,Toy Story (1995),1982,5.0
712,1,Toy Story (1995),1984,4.0
713,1,Toy Story (1995),1990,3.0
714,1,Toy Story (1995),1993,3.0
715,1,Toy Story (1995),1997,4.5
